peopleNumber,collectionNumber,description,recipeIngredient,step,tip,href,title,typeTitle,difficulty,timeAssume,author,numOfComments,authorOfComments
16474,248,无,粘米粉&:null$芋头粒&:null$瘦肉丝&:null$虾皮&:null$香茹&:null$油&:null$水&:null$,* 将所有原料用油炒香。* 粘米粉与水按1：2的比例搅拌均匀，放入原料中，在火上边加热，边搅拌，直到煮开，其间要一直不停的搅拌以防粘底。。* 最后倒入模具中，上锅蒸熟即可。*,无,198701,芋头糕,闽菜,配菜(中级),30-45分钟,凌尒尒,7,$u86984022974496&:呵呵～有空就做来吃 $u58777759521074&:不够详细，$moochen&:真羡慕你的手艺啊。$ninali82&:每天都在为吃什么发愁，明天就吃这个了，哈哈！$u06698728&:学着做了，做得还不赖，突然发现自己很有天赋！$u08972673&:这个不错，值得收藏。$u12965384&:看着就有食欲！
21590,171,收到三大盒家乐浓汤宝后喜出望外，特邀请朋友家中一聚，来品尝我用家乐浓汤宝制作的上汤娃娃菜，端上餐桌后，朋友小酌一口，啧啧称赞，真是汤鲜味美啊~吃一口还想接着吃味道好极了~~,家乐浓汤宝&:1盒$娃娃菜&:2颗$皮蛋&:2枚$大蒜&:10枚$精盐&:适量$,* 所需原料准备好* 娃娃菜改刀* 锅中加水* 烧开后放入娃娃菜焯水* 炒锅中倒入适量油，把焯过水的娃娃菜入锅翻炒，加入少量精盐出锅* 倒入汤盆中码整齐* 炒锅上火加油，放入大蒜，炒至金黄色添水* 加入家乐浓汤宝（这里用的是老母鸡汤口味的）* 待家乐浓汤宝烧开后，再加入皮蛋、适量精盐烧开* 倒入码好娃娃菜的汤盆中即可   这里需要说明的是有了家乐浓汤宝无需添加味精、鸡精等* 成品*,下一道菜是饺子~,732809,[浓汤宝试用]上汤娃娃菜,闽菜,切墩(初级),10分左右,HelenJun,1,$w49418487705523&:看着很诱人啊 
7483,126,无,福建马蹄笋干&:45克$干辣椒&:5个$葱&:1根$花椒&:3克$酱油&:1茶匙$盐、油&:适量$,* 福建古田马蹄笋干用温水浸泡2个小时候至泡发。* 锅中放水烧开，放入泡发后的笋干煮半分钟左右取出，沥干水分。* 待笋干冷却后将其切成丝，最好是横切，这样就不会有纤维塞牙。* 将干辣椒洗净切成小段，花椒洗净沥干水分备用。* 锅中放油烧至八成热，放入干辣椒和花椒迅速爆香。* 马上放入笋丝爆炒2分钟左右，放入少量的水收干。* 放入葱花炒片刻即可。*,南方到处有笋干，福建古田的马蹄笋最为出名，口感最佳！,1132730,炝炒福建马蹄笋干丝,闽菜,切墩(初级),10分左右,山哥来了,0,无
72598,747,无,豆腐&:null$白菜&:null$瘦肉&:null$鱼肉&:null$虾米&:null$油&:适量$盐&:适量$生粉&:适量$葱&:适量$姜片&:适量$,* 瘦肉、鱼肉分别剁烂，虾米浸软切幼，咸鱼切幼，葱切粒。将各材料放大碗中，加入调味料搅至起胶待用* 白菜摘好洗净，放入油、盐、滚水中灼熟盛起* 豆腐冲洗滴干，一开四件，用匙羹挖去少量豆腐，洒上少许生粉，酿入鱼肉，放入油镬中煎至微黄色盛起* 烧热瓦锅，下油一汤匙爆香姜片，加入上汤煮滚，放入白菜、豆腐滚片刻，下芡汁炒煮，滚即可原煲上桌*,千年古城梅州，有“客都”之称，中原人“衣冠南迁”到这里，不但带来了读书皆上品的风气，也形成了自己的饮食文化客家菜。火柴盒大小的水豆腐炸成金黄色，把猪肉、鱼肉做成的馅“酿”入其中，放进葱花、香油，盛在鸡汤瓦煲内焖着，直到香气四溢。想来到了梅州的客家人一时无麦可包饺子，才创出如此美味。,68,客家酿豆腐,闽菜,配菜(中级),25,allen,10,"$u06171882832305&:看豆果上好多写着客家酿豆腐的菜谱，里面都没下咸鱼丁觉得好失望。我爸做的酿豆腐里都是有加咸鱼丁的，超好吃！看来你的方子比较正宗，收藏啦！$u40768805301910&:@<a href=""/u/u42096457880890.html"">_秋妮</a> 原谅如此，了解了。原来你就是那的人哦，难怪做得那么好，本地菜嘛。我就想做这道菜来着。看起来好香$u42096457880890&:@<a href='http://www.douguo.com/u/u40768805301910.html' title='。重做一个梦ヾ、' >。重做一个梦ヾ、</a> 按个人口味。如果是炒酿豆腐最好用稍微有点硬的，煲汤的话无所谓味道都很不错，我喜欢全软的，我就是客家人。$u40768805301910&:@<a href=""/u/u42096457880890.html"">_秋妮</a> 哦。好吧。谢谢哈。很棒的一道菜。$u42096457880890&:@<a href='http://www.douguo.com/u/u40768805301910.html' title='。重做一个梦ヾ、' >。重做一个梦ヾ、</a> 都可以，最好用软的，做汤比较适合。$u40768805301910&:豆腐是用全软的，还是那种稍微有点硬的呢？$u38302358391700&:这道菜看起来很简单，可是做起来就被米那么简单了$u29786794&:稀饭，适合我的口味。$u15403647&:看起来好简单。。。
$u68995695&:经典菜，客家三酿之一。
今天刚好老妈做了，虽说王婆也要自夸下，lz的卖相也不差。[饭]"
20622,544,无,虾&:null$料酒&:适量$盐&:少许$淀粉&:适量$面包糠&:适量$蛋液&:适量$,* 虾去头、剥壳、留个尾巴，腹部划一刀，不要断；加料酒、盐、葱腌制虾；* 腌制后，虾裹干淀粉——蛋液——面包糠；下油锅，成金黄色，就可以出锅了。*我还尝试了沾椰蓉的，也好好吃哦*,无,5032,黄金蝴蝶虾---美丽厨娘,闽菜,切墩(初级),10-30分钟,舞之灵1027,7,$u10961140447956&:感觉不错吃呢 $u50164468&:[quote]小厨男. 于2009-09-17 22:35:19说：以你那造型不去头.可以做清蒸蒜蓉虾也不错[/quote]\n是的，有这样一道，你可以看看吧$u53196586&:以你那造型不去头.可以做清蒸蒜蓉虾也不错$dingjiecetc8857&:蝴蝶虾，讲究的是火候和造型，这个我喜欢，看着有食欲。$u50262212&:工序也不复杂，有机会做一次$u51179282&:漂亮，这样的食物看着就舒心$u50980822&:很像一只美丽的蝴蝶啊，这蝴蝶还好吃呢
35583,566,无,活虾&:1斤$西芹&:1把$黑木耳&:4朵$红萝卜&:1根$蒜末&:少量$姜末&:适量$盐&:少许$料酒&:少许$香油&:少许$,* 首先将虾洗净，剥掉外壳(留住虾尾)* 在背部中间切开(不要切断)，取出虾肠，再清洗干净* 用生姜，盐，料酒腌制15分钟左右* 取适量的生粉倒在案板上，将抹干水分的虾放在面粉上均匀包裹* 取擀面杖轻轻敲打虾肉，左右上下分别敲打，看小虾是否变大虾了?哈哈* 逐个敲打变大的虾入开水锅中灼熟，迅速放入冷水中过凉.西芹也灼下过冷水* 热锅冷油放入蒜末和姜末爆香，然后放入胡萝卜，黑木耳翻炒* 加入盐和西芹继续翻炒，然后放入虾仁大火迅速翻炒几下，点入味精和香油即可出锅.*,舞语:,5848,五彩水晶虾——让小虾变大虾,闽菜,配菜(中级),30-45分钟,舞之灵1027,3,$u52721127&:敲..讓我想到拔苗..$u50164468&:[quote]大叔 于2009-11-07 22:06:47说：这个做虾的敲门太实用了！大家一定要学会啊！[/quote]是哦，呵呵$sdsdsnake&:这个做虾的敲门太实用了！大家一定要学会啊！
9002,53,步骤，第一步，南瓜去皮放锅蒸二十分钟，蒸好后碾成泥。第二步，将白糖溶于南瓜泥中，搅匀，第三步，用适量的糯米粉跟南瓜泥和成团，第四步，揉成小球放进油炸四五分钟，出锅。,糯米粉，南瓜，白糖&:250g$,* 第一步，* 第二步* 成品* 成品*,无,1419078,糯米粉南瓜球,闽菜,切墩(初级),10分钟左右,平平宝妈,3,"$u60616052496175&:@<a href=""/u/u691496893606.html"">平平宝妈</a> 美美的看上去更有食欲哦$u691496893606&:@<a href=""/u/u60616052496175.html"">奇幻马戏团</a> 都是素颜'来的，没有刻意去拍它$u60616052496175&:建议把图片拍美一点会更好噢~ "
35724,554,无,黑椒牛柳&:1斤$蒜&:适量$铁板&:少许$黑胡椒汁&:少许$洋葱&:半个$胡萝卜&:1个$,* 洋葱切滚刀状，胡萝卜切丝，蒜切片，将铁板放在炉灶上中小火加热* 锅内人油爆香蒜片，加入牛柳迅速翻炒至7份熟盛出* 重新入油锅内，放入洋葱和胡萝卜丝稍微翻炒即可倒在烧热的铁板上* 将牛柳放在洋葱上，淋上黑胡椒汁就可以吃了*,舞语：,7834,铁板黑椒牛柳,闽菜,配菜(中级),30-45分钟,舞之灵1027,4,$u99642300959756&:我炒的牛肉很硬，嚼着费劲，切的纹路没问题，放了点淀粉酱油料酒腌制。不知道为啥这么硬。$u45159192454294&:上铁板的时候刷油打个鸡蛋然后刮开然后在做黑椒牛柳。别有风味。$u50164468&:[quote]ceray 于2010-02-24 01:48:40说：卖相真棒，专家就是不一样哈~[/quote]过奖了哈，谢谢$u61564286&:卖相真棒，专家就是不一样哈~
25961,548,无,大米&:1杯$牡蛎&:半斤$生抽&:少许$辣椒面&:少许$葱末&:少量$蒜蓉&:少量$香油&:适量$熟芝麻&:少许$胡椒粉&:少许$,* 将买回的牡蛎用盐水冲洗干净，沥干水分* 大米淘洗干净，加入牡蛎，加入煮干饭量的水煮熟* 将调料混合一起，另起锅烧热少许油淋上去拌匀* 吃的时候将调料汁浇在牡蛎饭上，拌匀即可食用*,舞语：,7833,牡蛎蒸饭--变着花样吃米饭,闽菜,切墩(初级),30-45分钟,舞之灵1027,7,$u08162588820786&:会不会腥啊$u29226459234888&:西红柿鸡蛋炒饭$u29226459234888&:蕃茄蒸饭$u29226459234888&:我要吃饭$u50164468&:[quote]ceray 于2010-02-23 20:57:04说：这个很有营养啊，肯定好吃！[/quote]\n牡蛎非常的养身哈$leslee&:应该很不错$u61564286&:这个很有营养啊，肯定好吃！
58053,404,无,正番鸭&:三分之一只$冬瓜&:六两$冬菜&:少许$芹菜&:1根$姜&:少许$,* 正番鸭 斩成几大块，待水烧开，氽水断生；* 断生后的鸭肉放入煲汤锅，加数片姜，加水大火煮开，中火煮一个小时* 将冬瓜去皮切成四公分左右的小方块，在皮那侧划成井字格（易熟）， 放入汤中，煮上十五分钟；* 加入冬菜，滚二三分钟，调味，散上芹菜，便可关火了。*,加了冬菜，有着一种特殊咸香的味道，配搭冬瓜的清甜，简直是绝配。,62866,冬瓜老鸭汤,闽菜,配菜(中级),1小时以上,鱼丸粗面,3,$u4254498011258&:@<a href='/u/u08193240.html' title='小果果' >小果果</a> 冬菜是潮汕地区的一种腌菜，一般使用天津青来腌制$u08193240&:冬菜是什么$u06824108&:感觉营养又减肥
3087,52,无,里脊肉&:1000g$大葱&:三根$生姜&:六片$柠檬&:一半$酱油&:两勺$,* 把里脊肉去劲，凉水入锅，去血水，然后清洗干净* 把准备的食材，葱段，姜片，柠檬块，里脊肉块放入锅中，加入酱油，盐，冰糖，香叶，八角。大火烧开，小火慢炖至40分钟。* 大火收汁后，把肉捡出来撕丝。如锅中小火翻炒。切勿火大，会胡。* 之后放入料理机打碎。再放入锅中翻炒，一定小火。不放油。* 盛出冷凉，装进瓶中。*,无,1425056,宝宝辅食猪肉松,闽菜,切墩(初级),1小时以上,麦收时节9,4,"$u75916880705197&:你做的卖吗$u70404919213854&:@<a href=""/u/u59489124293340.html"">吃嘛嘛乡</a> 用心做你也可以的。$u70404919213854&:@<a href=""/u/u59489124293340.html"">吃嘛嘛乡</a> 用心做你也可以的。$u59489124293340&:还不错哦，好厉害啊 "
22970,567,无,肥牛片&:null$大蒜&:null$鲜香菇&:null$蒜片&:适量$红尖椒&:适量$,* 肥牛片用水淀粉，油，盐腌制15分钟* 香菇切片，大蒜切寸断，红尖椒切丝* 锅内入油放入肥牛片滑下即可* 另起锅放入蒜片，红尖椒爆香，加入香菇和大蒜头炒香* 加入蒜段 ，肥牛片翻炒均匀* 加入盐，蚝油，料酒，糖翻炒至收汁即可*,舞语,7297,蒜爆肥牛片--打包回来的美味,闽菜,切墩(初级),10分左右,舞之灵1027,4,"$u50164468&:@<a href=""/u/u64967497867733.html"">luseasea</a> 热水快速烫3秒左右$u64967497867733&:提问，肥牛直接炒会有出沫沫的情况嘛？有的话怎么避免呢？$laolv&:哈哈 肥牛片非常好料理 我也经常这么做~"
26450,591,无,玉米淀粉&:100g$抹茶粉&:6g$牛奶&:480ml$鲜奶油&:30ML$糖&:60g$椰丝&:适量$,* 将玉米粉倒入一半的牛奶中搅匀；* 将另一半牛奶加入糖和鲜奶油，小火煮化；然后和之前拌和好的糊混合* 以小火熬至粘稠状；* 将玉米淀粉糊倒入模具，（这个根据自己喜好），放凉后入冰箱冷藏；* 食用时，将雪花糕切块，裹上椰丝即可* 将粟粉倒入150ml牛奶中搅匀；* 将剩余牛奶加入糖和几勺鲜奶油，小火煮化；* 将6倒入7中，中小火搅拌至粘稠状；将成品倒入模具，放凉后入冰箱冷藏；* 食用时，将雪花糕切块，裹上椰丝即可*,无,6771,抹茶雪花糕,闽菜,切墩(初级),30-45分钟,舞之灵1027,2,$u81677845420297&:那抹茶粉是最后撒上去吗?
5100,56,饭店的扇贝有时候太油，吃起来比较腻,扇贝&:6个$粉丝&:1小捆$大蒜&:五瓣$蚝油&:时间$蒸鱼豉油&:适量$,* 扇贝洗干净把肉取出* 粉丝用热水浸泡十分钟* 蒜切成蓉* 倒入蚝油，蒸鱼豉油调均匀* 把粉丝分成六小绺，盘成小圆圈后再把贝肉放在上面* 将调好的蒜蓉汁分别盛在每个贝肉上，然后上锅蒸八分钟* 清淡美味的蒜蓉蒸扇贝开吃！*,无,1422448,蒜蓉蒸扇贝,闽菜,切墩(初级),10-30分钟,涵馨的厨房,2,"$u62582978528937&:@<a href=""/u/u59489124293340.html"">吃嘛嘛乡</a> $u59489124293340&:好诱人啊做得，一定要试试呢~ "
4319,56,无,新鲜麻虾&:250g$蒜蓉&:null$姜末&:null$葱花&:null$,* 去虾头，用刀将虾背片开，取掉虾肠* 将处理干净的虾摆盘好，淋些许料酒。洒上蒜蓉和姜末。（另外我放了带盐味的辣椒酱这个依个人口味可不添加）依个人口味放或不放盐。* 将调好味的虾放煮沸的锅里蒸5分钟出锅* 洒上葱花，鲜嫩美味。*,无,1421974,蒜香蒸虾,闽菜,配菜(中级),10分钟左右,喜欢下厨讨厌洗碗,2,"$u59348714765875&:@<a href=""/u/u59489124293340.html"">吃嘛嘛乡</a> 周末你可以试试，愉悦自己$u59489124293340&:看起来很还吃的样子呢，试一试哦~ "
11845,339,无,五花肉&:100克$梅菜&:100克$笋&:60克$海天生抽&:适量$海天招牌拌饭酱&:适量$,* 将猪肉洗净抹干水，剁成小粒*将梅菜洗净，用清水浸5分钟，减去咸味；沥干水，剁碎* * 笋洗净，切粒*锅中放油，下猪肉粒炒至变白* 放入梅菜、笋，调入海天生抽翻炒均匀* 出锅时，调入海天拌饭酱2大勺，翻炒均匀即可出锅*,生抽、拌饭酱都有咸味，盐可不放或少放,176996,梅菜笋丁酱拌饭,闽菜,切墩(初级),10-30分钟,梅依旧,3,$u55090552235141&:看着米饭做成这样有点饿了$u37223485416743&:@<a href='/u/u41207878216815.html' title='ALright星' >ALright星</a> 我也是啊~~$u41207878216815&:看着就流口水
41398,874,无,鸡&:1只$长谷米(洗净&:四杯$菜油或鸡油(鸡脂肪熬成油)&:6大匙$青葱&:1棵$姜(去皮)&:4片$蒜头(切末)&:6-8瓣$细盐&:1茶匙$辣椒酱&:null$,* 将一大锅水煮开。将青葱和姜放入鸡肚内。接着将鸡浸入沸水，鸡胸向下。转小火煨煮，保持水温在1000C以下并且盖住煮大约40分钟，之后，将鸡取出，浸在冰水中待它冷却 (这样鸡肉才会嫩和富有弹性)。* 烧热油锅，倒入姜末炒香。接着把米倒入翻炒大约2分钟后再加入盐一起搅均匀。* 把炒好的米倒入饭锅，加入适量的鸡汤(汤必须掩盖米超过半英尺) 将饭煮熟即可。* 将鸡切块，配与鸡饭和辣椒酱食用。若拌以黑酱油一起食用，那更理想！*,辣椒酱 配制有讲究：,63,海南鸡饭,闽菜,掌勺(高级),10,美丽果,10,"$u35367830512221&:特别喜欢哪个辣椒酱，做不出那个味道。$u21206982783093&:你是外国人啊，还整个英寸出来，$u86984022974496&:很好 $u64203986581104&:如果鸡肉浸冷水后给它Q 可是吃的时候是冷的？？$u58174275856399&:@<a href=""/u/u38776750555701.html"">6850126</a> 海南鸡粥$u58174275856399&:@<a href=""/u/u30092650564344.html"">闷骚腹黑炸毛受</a> 水温1000℃直接变鸡骨灰了歪！！$u38776750555701&:一英尺时15厘米吧，（把炒好的米倒入饭锅，加入适量的鸡汤(汤必须掩盖米超过半英尺) 将饭煮熟即可。）是不是太多了点啊，我没有做过，不大清楚。。。$u30092650564344&:亲  那个是100℃么。。。。$u50485110&:恩哈～在家的时候经常能吃到呢～～喜欢～$ws124678091&:很好，又让我想起来小时候吃的啦、"
11297,181,无,糯米&:1000克$五花肉&:70克$香菇&:15克$虾米&:15克$板栗&:200克$鹌鹑蛋&:15个$,* 天然竹叶洗净煮5至10分钟在冲洗干净备用* 五花肉开水汆水，切快用炒锅煸炒捞出放点酱油胡椒粉备用* 板栗脱壳切块油炒好备用* 虾米提前泡温水，洗净油炒备用* 香菇提前泡温水洗净用油炒好备用* 糯米洗净泡水1至2小时，捞出用热油翻炒少许酱油、盐、糖？味精炒到金黄色捞出* 这步就要看真本事了要包好以防糯米炸开。要每个都要放一样的料，这样才均匀。* 包好高压锅压20分钟，等待气体漏完打开* 这就是晶莹剔透香味扑鼻的闽南肉粽了。*,无,788613,闽南肉粽,闽菜,无,无,巧巧张,1,$u86347167180776&:看着不错哦
